DistanceMatrix:
0,0,0.00
0,1,15.23
0,2,18.00
0,3,22.36
0,4,25.00
0,5,20.62
0,6,11.18
0,7,21.21
0,8,26.25
0,9,32.02
0,10,25.50
0,11,33.54
0,12,15.00
0,13,11.18
0,14,32.02
0,15,30.41
0,16,29.15
0,17,30.41
0,18,15.81
0,19,32.02
0,20,31.62
0,21,18.03
0,22,26.93
0,23,36.06
0,24,30.00
0,25,33.54
0,26,11.18
0,27,5.00
0,28,6.32
0,29,29.83
0,30,25.50
0,31,17.46
0,32,34.00
0,33,24.76
0,34,36.06
0,35,41.04
0,36,41.40
0,37,21.21
0,38,42.43
0,39,33.97
0,40,11.18
0,41,28.86
0,42,25.50
0,43,34.18
0,44,31.89
0,45,29.15
0,46,35.47
0,47,34.21
0,48,27.80
0,49,43.93
0,50,16.97
0,51,26.93
0,52,11.31
0,53,4.47
0,54,22.80
0,55,30.46
0,56,29.21
0,57,23.19
0,58,9.06
0,59,17.80
0,60,18.03
0,61,25.50
0,62,25.50
0,63,34.93
0,64,46.52
0,65,49.93
0,66,40.50
0,67,43.86
0,68,21.38
0,69,12.17
0,70,21.10
0,71,39.66
0,72,22.47
0,73,20.12
0,74,24.60
0,75,27.78
0,76,15.65
0,77,19.70
0,78,31.06
0,79,25.55
0,80,21.10
0,81,27.59
0,82,23.32
0,83,21.10
0,84,24.33
0,85,23.02
0,86,35.36
0,87,18.38
0,88,19.24
0,89,9.00
0,90,32.25
0,91,25.61
0,92,18.38
0,93,20.25
0,94,12.04
0,95,14.87
0,96,15.26
0,97,17.20
0,98,21.26
0,99,17.49
0,100,24.04
0,101,17.12
0,102,19.80
0,103,33.62
0,104,17.49
0,105,7.07
0,106,18.44
0,107,33.29
0,108,27.29
0,109,17.12
0,110,21.26
0,111,9.22
0,112,5.00
0,113,31.62
0,114,24.04
0,115,19.03
0,116,18.03
0,117,14.42
0,118,18.11
0,119,31.11
0,120,31.83
0,121,27.89
0,122,23.09
0,123,29.07
0,124,31.91
0,125,28.16
0,126,33.96
0,127,13.93
0,128,32.98
0,129,26.42
0,130,24.35
0,131,34.06
0,132,11.40
0,133,27.31
0,134,26.08
0,135,38.90
0,136,44.05
0,137,13.34
0,138,10.00
0,139,31.24
0,140,41.73
0,141,30.81
0,142,28.65
0,143,41.73
0,144,20.62
0,145,25.32
0,146,5.00
0,147,10.44
0,148,22.36
0,149,14.76
0,150,21.10
0,151,18.38
0,152,9.06
0,153,17.20
0,154,10.00
0,155,25.00
0,156,2.24
0,157,21.21
0,158,22.36
0,159,25.63
0,160,31.40
0,161,36.06
0,162,16.00
0,163,27.00
0,164,34.83
0,165,29.15
0,166,14.04
0,167,9.22
0,168,33.42
0,169,29.97
0,170,37.44
0,171,23.77
0,172,23.77
0,173,25.00
0,174,29.12
0,175,34.13
0,176,12.53
0,177,20.02
0,178,19.00
0,179,19.24
0,180,12.04
0,181,41.19
0,182,22.20
0,183,10.82
0,184,15.81
0,185,25.00
0,186,31.40
0,187,32.02
0,188,33.24
0,189,25.50
0,190,15.81
0,191,29.21
0,192,29.00
0,193,24.84
0,194,19.10
0,195,15.81
0,196,17.46
0,197,25.00
0,198,19.10
0,199,23.19
1,0,15.23
1,1,0.00
1,2,32.56
1,3,14.56
1,4,32.20
1,5,32.20
1,6,24.84
1,7,21.02
1,8,31.58
1,9,17.80
1,10,15.56
1,11,26.40
1,12,16.64
1,13,26.40
1,14,46.87
1,15,45.35
1,16,42.45
1,17,40.71
1,18,22.85
1,19,28.23
1,20,16.49
1,21,29.27
1,22,39.20
1,23,46.17
1,24,27.78
1,25,37.64
1,26,19.42
1,27,10.82
1,28,12.00
1,29,24.04
1,30,11.05
1,31,10.44
1,32,20.88
1,33,12.37
1,34,24.74
1,35,27.20
1,36,40.52
1,37,35.81
1,38,56.85
1,39,41.59
1,40,24.02
1,41,42.01
1,42,40.72
1,43,49.40
1,44,46.10
1,45,36.69
1,46,39.01
1,47,33.73
1,48,28.16
1,49,39.82
1,50,6.32
1,51,12.04
1,52,15.23
1,53,18.44
1,54,25.61
1,55,34.06
1,56,38.90
1,57,38.08
1,58,23.54
1,59,32.02
1,60,28.30
1,61,38.29
1,62,19.24
1,63,24.41
1,64,38.21
1,65,35.00
1,66,25.30
1,67,51.11
1,68,18.03
1,69,4.47
1,70,8.06
1,71,24.84
1,72,33.54
1,73,32.14
1,74,36.35
1,75,38.83
1,76,10.63
1,77,13.42
1,78,20.22
1,79,16.03
1,80,19.21
1,81,14.87
1,82,26.08
1,83,29.55
1,84,34.99
1,85,36.80
1,86,48.27
1,87,33.62
1,88,15.30
1,89,20.52
1,90,20.59
1,91,39.70
1,92,33.02
1,93,33.97
1,94,26.63
1,95,29.68
1,96,29.07
1,97,32.25
1,98,35.61
1,99,31.14
1,100,38.60
1,101,5.00
1,102,8.00
1,103,18.60
1,104,31.14
1,105,19.03
1,106,20.10
1,107,27.78
1,108,16.40
1,109,19.42
1,110,29.73
1,111,8.06
1,112,19.72
1,113,43.27
1,114,29.83
1,115,33.38
1,116,13.60
1,117,29.53
1,118,28.84
1,119,45.61
1,120,18.36
1,121,22.14
1,122,8.06
1,123,26.25
1,124,33.14
1,125,35.74
1,126,23.60
1,127,11.05
1,128,18.11
1,129,17.03
1,130,27.80
1,131,20.40
1,132,4.24
1,133,39.32
1,134,25.61
1,135,25.24
1,136,29.73
1,137,28.46
1,138,14.56
1,139,38.47
1,140,56.08
1,141,44.55
1,142,43.83
1,143,39.00
1,144,35.74
1,145,39.05
1,146,13.45
1,147,23.35
1,148,17.09
1,149,22.14
1,150,19.21
1,151,33.02
1,152,23.54
1,153,20.40
1,154,14.56
1,155,32.20
1,156,17.00
1,157,9.06
1,158,14.56
1,159,18.03
1,160,17.03
1,161,21.26
1,162,6.32
1,163,25.24
1,164,22.47
1,165,32.65
1,166,23.85
1,167,9.43
1,168,32.76
1,169,21.02
1,170,43.01
1,171,36.12
1,172,39.00
1,173,36.62
1,174,34.53
1,175,28.30
1,176,3.00
1,177,20.52
1,178,33.54
1,179,25.50
1,180,23.09
1,181,28.79
1,182,19.42
1,183,25.00
1,184,12.73
1,185,14.04
1,186,41.11
1,187,38.95
1,188,18.03
1,189,15.56
1,190,11.05
1,191,43.19
1,192,43.60
1,193,39.05
1,194,20.02
1,195,21.02
1,196,12.21
1,197,35.17
1,198,28.86
1,199,31.02
2,0,18.00
2,1,32.56
2,2,0.00
2,3,34.41
2,4,20.22
2,5,23.85
2,6,16.40
2,7,36.25
2,8,36.07
2,9,47.42
2,10,43.29
2,11,50.29
2,12,23.43
2,13,9.43
2,14,21.19
2,15,13.00
2,16,25.18
2,17,32.70
2,18,27.46
2,19,47.42
2,20,49.03
2,21,10.44
2,22,12.21
2,23,23.32
2,24,34.99
2,25,30.15
2,26,16.40
2,27,23.00
2,28,20.88
2,29,38.29
2,30,43.29
2,31,35.23
2,32,52.00
2,33,39.36
2,34,48.41
2,35,55.57
2,36,54.20
2,37,15.30
2,38,32.31
2,39,25.50
2,40,9.43
2,41,12.21
2,42,12.08
2,43,18.44
2,44,24.19
2,45,35.81
2,46,45.28
2,47,47.43
2,48,41.34
2,49,58.67
2,50,32.31
2,51,43.32
2,52,27.20
2,53,14.14
2,54,25.06
2,55,28.64
2,56,18.68
2,57,5.83
2,58,9.06
2,59,15.65
2,60,24.76
2,61,24.04
2,62,42.45
2,63,52.61
2,64,63.25
2,65,65.80
2,66,57.72
2,67,34.18
2,68,30.41
2,69,30.07
2,70,39.05
2,71,55.54
2,72,12.04
2,73,9.00
2,74,11.70
2,75,15.23
2,76,28.65
2,77,31.62
2,78,43.60
2,79,38.01
2,80,29.00
2,81,42.06
2,82,36.06
2,83,29.00
2,84,27.78
2,85,19.65
2,86,31.02
2,87,7.07
2,88,36.14
2,89,20.12
2,90,50.16
2,91,20.10
2,92,13.93
2,93,18.38
2,94,13.45
2,95,12.21
2,96,16.40
2,97,10.77
2,98,16.49
2,99,17.49
2,100,17.03
2,101,35.06
2,102,34.93
2,103,49.98
2,104,17.49
2,105,13.93
2,106,33.11
2,107,49.40
2,108,45.18
2,109,23.35
2,110,16.49
2,111,25.00
2,112,15.52
2,113,31.05
2,114,33.97
2,115,1.41
2,116,29.41
2,117,10.00
2,118,24.08
2,119,22.36
2,120,46.53
2,121,36.80
2,122,40.61
2,123,44.28
2,124,44.20
2,125,35.00
2,126,51.62
2,127,31.40
2,128,50.64
2,129,38.60
2,130,25.08
2,131,52.04
2,132,29.15
2,133,13.04
2,134,30.53
2,135,53.34
2,136,59.06
2,137,5.83
2,138,20.59
2,139,24.08
2,140,31.95
2,141,25.00
2,142,15.65
2,143,55.76
2,144,5.39
2,145,8.06
2,146,22.20
2,147,18.03
2,148,39.29
2,149,17.03
2,150,29.00
2,151,13.93
2,152,9.06
2,153,31.30
2,154,20.59
2,155,20.22
2,156,17.12
2,157,36.25
2,158,34.41
2,159,42.95
2,160,49.25
2,161,52.00
2,162,34.00
2,163,32.45
2,164,48.26
2,165,27.89
2,166,23.60
2,167,27.07
2,168,46.87
2,169,41.11
2,170,31.14
2,171,9.85
2,172,9.85
2,173,26.40
2,174,38.21
2,175,50.33
2,176,29.61
2,177,26.25
2,178,1.00
2,179,19.24
2,180,12.04
2,181,59.14
2,182,38.28
2,183,15.00
2,184,27.46
2,185,38.59
2,186,20.25
2,187,25.08
2,188,50.45
2,189,43.29
2,190,33.38
2,191,23.00
2,192,20.22
2,193,19.10
2,194,34.01
2,195,19.85
2,196,29.68
2,197,15.13
2,198,13.60
2,199,31.14
3,0,22.36
3,1,14.56
3,2,34.41
3,3,0.00
3,4,25.00
3,5,42.72
3,6,33.54
3,7,35.36
3,8,45.04
3,9,15.00
3,10,29.15
3,11,40.31
3,12,11.18
3,13,32.02
3,14,53.15
3,15,47.17
3,16,51.48
3,17,52.20
3,18,35.36
3,19,42.72
3,20,22.36
3,21,26.93
3,22,36.40
3,23,40.00
3,24,14.14
3,25,26.93
3,26,18.03
3,27,20.62
3,28,16.12
3,29,9.49
3,30,21.21
3,31,25.00
3,32,31.24
3,33,7.28
3,34,14.14
3,35,21.54
3,36,55.08
3,37,43.01
3,38,64.03
3,39,33.38
3,40,25.00
3,41,40.16
3,42,45.28
3,43,52.80
3,44,53.82
3,45,49.50
3,46,53.08
3,47,48.27
3,48,42.58
3,49,54.13
3,50,8.25
3,51,14.32
3,52,28.07
3,53,22.80
